"PolNum","CalYear","Gender","Type","Category","Occupation","Age","Group1","Bonus","Poldur","Value","Adind","SubGroup2","Group2","Density","Exppdays","Numtppd","Numtpbi","Indtppd","Indtpbi","Exposure","ClaimNb","ClaimTotal","ClaimFrequency","PurePremium"
200150463,2009,"Female","D","Large","Self-employed",40,2,-50,0,8120,0,"R40","R",284.9991194,365,0,0,0,0,1,0,0,0,0
200150464,2009,"Male","A","Large","Housewife",36,11,10,3,20240,0,"L66","L",49.59668535,365,0,1,0,7920.3514823,1,0,0,0,0
200150465,2009,"Male","A","Medium","Housewife",54,1,-50,1,6020,1,"R9","R",251.432848,299,0,0,0,0,0.819178082191781,0,0,0,0
200150466,2009,"Female","E","Medium","Employed",31,9,-30,0,14480,0,"L7","L",55.29380019,279,0,0,0,0,0.764383561643836,0,0,0,0
200150467,2009,"Female","D","Large","Housewife",64,12,-30,8,11125,1,"Q58","Q",129.3156084,365,0,0,0,0,1,0,0,0,0
200150468,2009,"Male","E","Small","Self-employed",61,11,-50,9,28690,1,"Q9","Q",139.637282,365,0,0,0,0,1,0,0,0,0
200150469,2009,"Male","A","Large","Self-employed",30,11,-50,1,26765,1,"T4","T",23.97168003,341,0,0,0,0,0.934246575342466,0,0,0,0
200150470,2009,"Female","A","Medium","Housewife",33,12,-40,10,18690,0,"Q58","Q",129.3156084,365,0,0,0,0,1,0,0,0,0
200150471,2009,"Male","A","Large","Self-employed",19,20,-10,4,9680,1,"L90","L",92.10692821,365,0,0,0,0,1,0,0,0,0
200150472,2009,"Male","D","Large","Employed",40,15,-40,0,14050,0,"P27","P",45.411434,91,0,0,0,0,0.249315068493151,0,0,0,0
200150473,2009,"Female","D","Large","Employed",49,10,-40,3,8620,1,"T21","T",29.82213153,365,0,0,0,0,1,0,0,0,0
200150474,2009,"Male","E","Medium","Unemployed",37,4,50,3,19585,1,"R20","R",290.1327193,337,0,0,0,0,0.923287671232877,0,0,0,0
200150475,2009,"Female","A","Small","Self-employed",34,9,20,14,8050,1,"L60","L",63.17028387,365,0,0,0,0,1,0,0,0,0
200150476,2009,"Male","F","Small","Housewife",33,12,90,15,25775,0,"R17","R",221.7063984,270,0,0,0,0,0.73972602739726,0,0,0,0
200150477,2009,"Female","C","Small","Employed",32,2,70,11,16865,1,"P2","P",27.58599081,365,0,0,0,0,1,0,0,0,0
200150478,2009,"Female","F","Medium","Housewife",23,19,-10,2,7215,0,"Q23","Q",205.4307964,365,1,0,461.87143433,0,1,1,461.87143433,1,461.87143433
200150479,2009,"Male","A","Large","Retired",66,15,-40,4,11540,0,"P8","P",23.21820596,342,0,0,0,0,0.936986301369863,0,0,0,0
200150480,2009,"Male","A","Medium","Employed",27,5,10,0,6105,0,"Q38","Q",161.4389472,365,0,0,0,0,1,0,0,0,0
200150481,2009,"Male","A","Small","Housewife",48,15,-50,9,10165,0,"L14","L",71.78834285,199,0,0,0,0,0.545205479452055,0,0,0,0
200150482,2009,"Male","C","Large","Retired",75,16,-50,15,47645,1,"T33","T",25.7140109,302,0,0,0,0,0.827397260273973,0,0,0,0
200150483,2009,"Female","D","Large","Retired",66,5,-40,9,1605,1,"R29","R",291.3194903,365,0,0,0,0,1,0,0,0,0
200150484,2009,"Male","D","Small","Self-employed",23,1,0,2,4310,1,"P32","P",34.10399662,365,0,0,0,0,1,0,0,0,0
200150485,2009,"Male","E","Small","Unemployed",25,12,20,2,19365,1,"R1","R",222.711392,365,2,0,913.19388617,0,1,2,913.19388617,2,913.19388617
200150486,2009,"Female","A","Large","Housewife",54,8,-40,7,9870,0,"Q17","Q",202.5335882,365,0,0,0,0,1,0,0,0,0
200150487,2009,"Female","D","Large","Self-employed",62,10,30,10,8660,0,"R29","R",291.3194903,365,0,0,0,0,1,0,0,0,0
200150488,2009,"Female","D","Large","Retired",49,9,-50,14,12935,1,"L129","L",57.41329485,237,0,0,0,0,0.649315068493151,0,0,0,0
200150489,2009,"Female","A","Large","Housewife",48,13,-30,5,12130,0,"L96","L",45.66982293,365,0,0,0,0,1,0,0,0,0
200150490,2009,"Male","A","Medium","Employed",32,7,30,9,31550,1,"O29","O",34.81202424,365,1,0,171.2867785,0,1,1,171.2867785,1,171.2867785
200150491,2009,"Male","D","Large","Employed",41,10,0,10,17075,0,"T31","T",35.78808354,365,0,0,0,0,1,0,0,0,0
200150492,2009,"Female","D","Medium","Retired",54,9,-30,5,2930,1,"Q50","Q",139.2056697,365,0,0,0,0,1,0,0,0,0
200150493,2009,"Male","D","Medium","Employed",51,19,-20,11,28345,1,"R38","R",284.2162652,365,0,0,0,0,1,0,0,0,0
200150494,2009,"Male","D","Large","Housewife",70,12,-20,3,15255,1,"R8","R",253.6198858,328,0,0,0,0,0.898630136986301,0,0,0,0
200150495,2009,"Female","A","Large","Self-employed",30,14,-30,6,14120,0,"Q35","Q",148.4018477,221,0,0,0,0,0.605479452054794,0,0,0,0
200150496,2009,"Male","E","Large","Employed",18,10,0,10,4290,0,"L31","L",59.63322296,296,0,0,0,0,0.810958904109589,0,0,0,0
200150497,2009,"Male","B","Large","Unemployed",21,7,-10,0,15610,0,"Q28","Q",169.5291484,365,0,0,0,0,1,0,0,0,0
200150498,2009,"Female","A","Large","Housewife",73,7,-40,13,21920,0,"L77","L",71.51212062,325,0,0,0,0,0.89041095890411,0,0,0,0
200150499,2009,"Male","A","Large","Self-employed",45,10,-40,7,16105,1,"S38","S",19.41025076,365,0,0,0,0,1,0,0,0,0
200150500,2009,"Male","B","Large","Housewife",51,11,-50,1,24310,0,"L28","L",68.77710211,365,1,0,1013.036997,0,1,1,1013.036997,1,1013.036997
200150501,2009,"Male","D","Large","Retired",75,3,-40,9,8450,0,"N12","N",133.2886429,365,0,0,0,0,1,0,0,0,0
200150502,2009,"Female","C","Large","Housewife",38,6,-50,12,9960,1,"N10","N",139.6062055,312,0,0,0,0,0.854794520547945,0,0,0,0
200150503,2009,"Female","E","Medium","Housewife",35,7,120,0,8515,0,"N10","N",139.6062055,344,0,0,0,0,0.942465753424658,0,0,0,0
200150504,2009,"Male","B","Small","Housewife",40,5,-10,0,7805,1,"P27","P",45.411434,365,0,0,0,0,1,0,0,0,0
200150505,2009,"Male","E","Large","Retired",59,6,-20,1,42100,1,"L118","L",28.49395606,365,0,0,0,0,1,0,0,0,0
200150506,2009,"Female","C","Small","Employed",35,17,-40,8,40815,0,"M21","M",102.818883,365,0,1,0,3621.2467162,1,0,0,0,0
200150507,2009,"Female","D","Large","Employed",48,13,-50,5,13680,0,"S40","S",34.81095528,230,0,0,0,0,0.63013698630137,0,0,0,0
200150508,2009,"Male","D","Small","Housewife",70,14,-30,1,17990,1,"Q17","Q",202.5335882,365,0,0,0,0,1,0,0,0,0
200150509,2009,"Female","F","Small","Employed",27,7,0,1,24480,1,"Q17","Q",202.5335882,365,1,0,384.97866325,0,1,1,384.97866325,1,384.97866325
200150510,2009,"Female","B","Large","Retired",59,17,-30,4,15555,0,"U21","U",88.29014956,215,0,0,0,0,0.589041095890411,0,0,0,0
200150511,2009,"Male","D","Small","Employed",21,9,10,10,11860,1,"Q16","Q",207.1446249,365,1,0,241.84056096,0,1,1,241.84056096,1,241.84056096
200150512,2009,"Female","B","Medium","Employed",54,9,-10,1,9065,1,"Q13","Q",166.5549379,365,0,0,0,0,1,0,0,0,0
200150513,2009,"Male","E","Large","Unemployed",43,6,-30,11,5730,1,"P32","P",34.10399662,365,0,1,0,766.45577016,1,0,0,0,0
200150514,2009,"Female","F","Medium","Housewife",43,12,-50,4,18485,1,"U9","U",121.5870219,365,0,0,0,0,1,0,0,0,0
200150515,2009,"Female","D","Large","Unemployed",57,9,-50,2,16080,1,"Q24","Q",222.735365,365,0,0,0,0,1,0,0,0,0
200150516,2009,"Male","A","Small","Self-employed",35,2,-10,2,2295,1,"Q47","Q",208.6667182,365,0,0,0,0,1,0,0,0,0
200150517,2009,"Female","D","Large","Housewife",57,3,-40,10,4290,0,"P31","P",33.27619903,174,0,0,0,0,0.476712328767123,0,0,0,0
200150518,2009,"Male","E","Large","Self-employed",56,20,-10,11,11205,1,"L58","L",64.53563007,365,0,0,0,0,1,0,0,0,0
200150519,2009,"Male","A","Large","Self-employed",34,2,-10,8,3945,1,"L74","L",62.73514095,365,0,0,0,0,1,0,0,0,0
200150520,2009,"Male","B","Medium","Employed",27,11,-40,6,23980,1,"M15","M",162.9324677,365,0,1,0,616.76628303,1,0,0,0,0
200150521,2009,"Female","E","Small","Housewife",34,10,40,5,8265,1,"R22","R",270.4632326,140,0,0,0,0,0.383561643835616,0,0,0,0
200150522,2009,"Female","B","Small","Housewife",60,8,-50,2,47455,1,"Q35","Q",148.4018477,176,0,0,0,0,0.482191780821918,0,0,0,0
200150523,2009,"Male","D","Large","Housewife",29,10,-50,1,18895,0,"N11","N",88.89623143,365,0,0,0,0,1,0,0,0,0
200150524,2009,"Male","C","Medium","Unemployed",23,4,100,9,9210,0,"T11","T",28.61559614,291,0,0,0,0,0.797260273972603,0,0,0,0
200150525,2009,"Female","D","Small","Unemployed",26,9,-30,0,8680,0,"Q59","Q",95.69355223,365,0,0,0,0,1,0,0,0,0
200150526,2009,"Female","B","Small","Retired",68,15,-50,4,6565,1,"Q47","Q",208.6667182,365,0,0,0,0,1,0,0,0,0
200150527,2009,"Male","D","Medium","Employed",38,8,-50,9,9815,1,"O12","O",34.93212226,365,0,0,0,0,1,0,0,0,0
200150528,2009,"Male","B","Medium","Unemployed",57,19,-40,0,17150,1,"Q14","Q",160.3435748,365,0,0,0,0,1,0,0,0,0
200150529,2009,"Male","A","Large","Employed",43,10,-50,0,29710,1,"S1","S",37.31536383,365,0,0,0,0,1,0,0,0,0
200150530,2009,"Female","B","Medium","Employed",31,14,40,0,10805,0,"Q26","Q",237.675525,365,0,0,0,0,1,0,0,0,0
200150531,2009,"Female","F","Medium","Retired",46,16,-40,7,27275,0,"P15","P",25.63801996,365,0,0,0,0,1,0,0,0,0
200150532,2009,"Female","D","Medium","Employed",26,5,20,1,7655,0,"L5","L",50.35184483,365,0,0,0,0,1,0,0,0,0
200150533,2009,"Female","D","Medium","Employed",38,14,40,7,13145,0,"L36","L",58.59040352,365,0,0,0,0,1,0,0,0,0
200150534,2009,"Male","B","Medium","Self-employed",31,2,-40,0,19015,1,"L39","L",68.9093508,365,0,0,0,0,1,0,0,0,0
200150535,2009,"Male","A","Small","Employed",31,13,-10,2,20525,1,"Q53","Q",129.8552354,365,0,0,0,0,1,0,0,0,0
200150536,2009,"Male","A","Medium","Retired",65,14,-40,5,16355,1,"S13","S",17.8799582,365,0,1,0,5141.8396468,1,0,0,0,0
200150537,2009,"Male","A","Medium","Retired",51,14,-40,2,9255,1,"O8","O",26.51332544,365,0,0,0,0,1,0,0,0,0
200150538,2009,"Male","D","Large","Self-employed",45,7,-20,5,12295,1,"M22","M",153.4523215,178,0,0,0,0,0.487671232876712,0,0,0,0
200150539,2009,"Female","B","Large","Employed",50,9,-50,9,8110,1,"L23","L",63.15287215,365,0,0,0,0,1,0,0,0,0
200150540,2009,"Female","A","Large","Retired",47,4,-10,7,12360,1,"L130","L",78.33993486,365,0,0,0,0,1,0,0,0,0
200150541,2009,"Female","A","Large","Housewife",73,14,-40,8,43190,1,"R16","R",293.5560359,159,0,0,0,0,0.435616438356164,0,0,0,0
200150542,2009,"Female","D","Medium","Housewife",28,9,40,1,20915,0,"R30","R",296.4319078,365,0,0,0,0,1,0,0,0,0
200150543,2009,"Male","A","Large","Employed",36,8,20,9,16550,0,"S40","S",34.81095528,365,0,0,0,0,1,0,0,0,0
200150544,2009,"Male","F","Small","Employed",44,10,-50,12,12130,0,"R3","R",200.6565503,365,0,0,0,0,1,0,0,0,0
200150545,2009,"Male","B","Medium","Employed",43,14,40,9,14055,1,"L13","L",57.06267756,209,0,0,0,0,0.572602739726027,0,0,0,0
200150546,2009,"Male","F","Medium","Unemployed",36,16,-40,14,24475,0,"L19","L",50.01092548,365,0,0,0,0,1,0,0,0,0
200150547,2009,"Female","A","Large","Self-employed",42,5,-40,9,7820,0,"L3","L",45.65564192,365,0,0,0,0,1,0,0,0,0
200150548,2009,"Female","B","Large","Unemployed",31,7,-50,3,22720,1,"M15","M",162.9324677,297,0,0,0,0,0.813698630136986,0,0,0,0
200150549,2009,"Male","A","Medium","Retired",58,2,-30,6,15640,0,"R8","R",253.6198858,225,0,0,0,0,0.616438356164384,0,0,0,0
200150550,2009,"Female","E","Small","Housewife",37,17,-50,1,14215,0,"L13","L",57.06267756,365,0,0,0,0,1,0,0,0,0
200150551,2009,"Female","A","Large","Housewife",41,17,-50,9,7155,0,"O33","O",27.68609024,333,0,0,0,0,0.912328767123288,0,0,0,0
200150552,2009,"Male","B","Large","Retired",55,18,-30,0,35590,1,"N2","N",59.8409496,365,0,0,0,0,1,0,0,0,0
200150553,2009,"Male","A","Small","Self-employed",33,8,-50,5,8280,1,"L64","L",84.9609991,365,0,0,0,0,1,0,0,0,0
200150554,2009,"Female","A","Large","Employed",47,17,-30,1,27205,1,"L119","L",74.57233929,365,0,1,0,5007.4893188,1,0,0,0,0
200150555,2009,"Male","B","Small","Self-employed",55,12,-40,0,1035,0,"N8","N",106.5583041,365,1,0,501.24623321,0,1,1,501.24623321,1,501.24623321
200150556,2009,"Male","A","Small","Retired",73,12,-30,8,13950,1,"U18","U",99.17167477,365,0,0,0,0,1,0,0,0,0
200150557,2009,"Female","D","Large","Self-employed",34,8,50,4,14285,1,"S12","S",15.8925395,134,0,0,0,0,0.367123287671233,0,0,0,0
200150558,2009,"Male","A","Small","Employed",21,8,20,14,6395,0,"T24","T",24.89492323,365,0,0,0,0,1,0,0,0,0
200150559,2009,"Male","B","Small","Unemployed",22,14,-30,2,3715,0,"M7","M",178.2443114,145,1,0,2413.8157781,0,0.397260273972603,1,2413.8157781,2.51724137931034,6076.15695866552
200150560,2009,"Male","D","Small","Housewife",40,15,-10,1,6765,1,"Q34","Q",212.4247054,365,0,0,0,0,1,0,0,0,0
200150561,2009,"Male","D","Medium","Unemployed",35,16,-50,11,9525,1,"N8","N",106.5583041,365,0,0,0,0,1,0,0,0,0
200150562,2009,"Female","B","Large","Retired",59,16,120,14,23000,1,"Q24","Q",222.735365,365,1,0,1185.9081292,0,1,1,1185.9081292,1,1185.9081292
200150563,2009,"Male","A","Medium","Employed",28,14,10,9,10085,0,"T12","T",24.81697854,365,0,0,0,0,1,0,0,0,0
200150564,2009,"Male","D","Large","Employed",26,17,-30,9,19435,0,"Q47","Q",208.6667182,365,1,0,104.32197527,0,1,1,104.32197527,1,104.32197527
200150565,2009,"Male","A","Medium","Housewife",62,12,-50,4,10980,0,"T28","T",30.79319816,356,0,0,0,0,0.975342465753425,0,0,0,0
200150566,2009,"Male","C","Large","Housewife",66,7,0,15,18265,1,"M20","M",148.9956325,365,0,0,0,0,1,0,0,0,0
200150567,2009,"Male","C","Medium","Unemployed",27,4,-20,6,9980,0,"L135","L",40.0945365,344,0,0,0,0,0.942465753424658,0,0,0,0
200150568,2009,"Male","B","Medium","Unemployed",36,6,-30,6,4005,0,"Q63","Q",125.9456252,107,0,0,0,0,0.293150684931507,0,0,0,0
200150569,2009,"Male","C","Large","Retired",63,18,-10,13,23695,0,"O2","O",32.9239514,365,1,0,140.03536727,0,1,1,140.03536727,1,140.03536727
200150570,2009,"Male","C","Large","Retired",63,5,-20,2,6245,1,"Q42","Q",148.4945135,365,0,0,0,0,1,0,0,0,0
200150571,2009,"Male","D","Small","Employed",20,5,-10,0,9895,0,"R44","R",237.4189585,365,0,0,0,0,1,0,0,0,0
200150572,2009,"Male","A","Medium","Self-employed",40,8,-30,2,10150,1,"Q33","Q",129.6690079,365,0,0,0,0,1,0,0,0,0
200150573,2009,"Female","B","Large","Unemployed",56,9,-30,4,47585,0,"M21","M",102.818883,365,0,0,0,0,1,0,0,0,0
200150574,2009,"Male","B","Medium","Housewife",39,1,-10,12,13690,0,"P17","P",33.26093405,365,0,0,0,0,1,0,0,0,0
200150575,2009,"Female","D","Small","Employed",44,5,20,4,22485,1,"U2","U",38.77083633,365,0,0,0,0,1,0,0,0,0
200150576,2009,"Male","A","Small","Self-employed",52,9,-50,7,7095,0,"T2","T",28.13630298,365,0,0,0,0,1,0,0,0,0
200150577,2009,"Male","F","Medium","Self-employed",55,5,-30,2,9170,1,"S4","S",33.80619296,351,0,0,0,0,0.961643835616438,0,0,0,0
200150578,2009,"Male","C","Medium","Employed",40,13,80,8,20475,0,"R31","R",285.6217445,122,0,0,0,0,0.334246575342466,0,0,0,0
200150579,2009,"Male","A","Large","Self-employed",45,14,0,15,12495,0,"P36","P",35.02446355,365,0,0,0,0,1,0,0,0,0
200150580,2009,"Female","D","Medium","Employed",47,13,0,3,18965,1,"Q54","Q",124.2334338,365,0,0,0,0,1,0,0,0,0
200150581,2009,"Male","A","Small","Self-employed",26,10,-20,0,8990,0,"M13","M",184.4785165,114,0,0,0,0,0.312328767123288,0,0,0,0
200150582,2009,"Male","D","Large","Retired",65,12,-50,14,9990,0,"M14","M",222.6929824,365,1,0,135.66584126,0,1,1,135.66584126,1,135.66584126
200150583,2009,"Male","A","Medium","Employed",45,10,40,2,3530,1,"M6","M",103.4727356,365,0,0,0,0,1,0,0,0,0
200150584,2009,"Male","D","Medium","Unemployed",44,15,-30,3,18015,1,"L126","L",64.30270938,328,0,0,0,0,0.898630136986301,0,0,0,0
200150585,2009,"Female","F","Medium","Employed",37,17,-40,1,7695,1,"L58","L",64.53563007,302,0,0,0,0,0.827397260273973,0,0,0,0
200150586,2009,"Female","E","Small","Housewife",45,5,-50,9,8685,0,"M17","M",201.6569069,365,1,0,57.917777856,0,1,1,57.917777856,1,57.917777856
200150587,2009,"Male","C","Large","Employed",27,10,-20,0,3540,0,"U8","U",125.1320458,134,0,0,0,0,0.367123287671233,0,0,0,0
200150588,2009,"Male","D","Medium","Housewife",40,11,-50,0,8965,1,"R44","R",237.4189585,365,0,0,0,0,1,0,0,0,0
200150589,2009,"Female","D","Small","Housewife",31,8,-40,3,11185,0,"L107","L",64.32860507,365,0,0,0,0,1,0,0,0,0
200150590,2009,"Male","F","Medium","Employed",47,15,-50,0,8495,1,"Q36","Q",206.2302755,365,0,0,0,0,1,0,0,0,0
200150591,2009,"Male","E","Small","Employed",32,11,-50,5,19915,1,"R45","R",225.0430894,121,0,0,0,0,0.331506849315069,0,0,0,0
200150592,2009,"Male","B","Small","Housewife",45,14,-50,4,13980,1,"U4","U",114.881582,365,0,0,0,0,1,0,0,0,0
200150593,2009,"Female","D","Small","Self-employed",50,4,-30,1,1250,1,"Q29","Q",239.4551701,186,0,0,0,0,0.50958904109589,0,0,0,0
200150594,2009,"Female","D","Large","Employed",43,7,-10,14,11145,0,"R28","R",256.6405915,365,0,0,0,0,1,0,0,0,0
200150595,2009,"Female","E","Large","Employed",58,13,-50,0,13185,0,"Q9","Q",139.637282,365,0,0,0,0,1,0,0,0,0
200150596,2009,"Male","B","Large","Retired",68,15,-30,13,5825,1,"S32","S",25.26137811,365,0,0,0,0,1,0,0,0,0
200150597,2009,"Male","A","Large","Employed",36,10,10,0,3790,0,"R6","R",236.3993842,193,0,0,0,0,0.528767123287671,0,0,0,0
200150598,2009,"Male","A","Small","Unemployed",30,3,-30,13,22870,0,"S39","S",23.58652635,365,0,0,0,0,1,0,0,0,0
200150599,2009,"Male","D","Small","Employed",31,9,100,9,19170,1,"T33","T",25.7140109,365,0,0,0,0,1,0,0,0,0
200150600,2009,"Male","A","Medium","Housewife",33,2,-20,14,19110,1,"R37","R",276.9454965,365,0,0,0,0,1,0,0,0,0
200150601,2009,"Male","D","Large","Retired",69,3,-50,2,28590,0,"O21","O",37.74768396,365,0,0,0,0,1,0,0,0,0
200150602,2009,"Female","B","Medium","Self-employed",59,5,-50,1,12740,1,"L130","L",78.33993486,312,0,0,0,0,0.854794520547945,0,0,0,0
200150603,2009,"Male","A","Small","Employed",34,5,-30,1,8585,1,"Q59","Q",95.69355223,279,0,1,0,397.83410074,0.764383561643836,0,0,0,0
200150604,2009,"Male","E","Small","Employed",20,14,-10,2,17310,0,"Q25","Q",140.4108252,160,0,0,0,0,0.438356164383562,0,0,0,0
200150605,2009,"Male","D","Large","Housewife",48,4,-40,9,4365,1,"N7","N",88.95152383,365,0,0,0,0,1,0,0,0,0
200150606,2009,"Male","C","Small","Employed",38,14,-30,8,22880,0,"P21","P",37.76157765,365,0,0,0,0,1,0,0,0,0
200150607,2009,"Male","F","Large","Housewife",18,12,0,0,18280,0,"L46","L",72.01288299,265,0,0,0,0,0.726027397260274,0,0,0,0
200150608,2009,"Female","A","Large","Employed",22,5,10,9,7675,0,"U21","U",88.29014956,365,1,0,631.94992596,0,1,1,631.94992596,1,631.94992596
200150609,2009,"Female","C","Medium","Self-employed",47,3,-20,2,18600,1,"R11","R",259.0040603,120,0,0,0,0,0.328767123287671,0,0,0,0
200150610,2009,"Male","A","Large","Employed",22,4,0,7,43465,1,"N20","N",93.11048718,365,0,0,0,0,1,0,0,0,0
200150611,2009,"Male","C","Large","Unemployed",36,12,-50,8,26500,0,"L98","L",106.5803023,175,0,0,0,0,0.479452054794521,0,0,0,0
200150612,2009,"Male","B","Medium","Retired",46,15,-10,2,10915,0,"U4","U",114.881582,365,1,0,649.86851218,0,1,1,649.86851218,1,649.86851218
200150613,2009,"Male","E","Large","Self-employed",50,12,10,5,7080,1,"R29","R",291.3194903,215,0,0,0,0,0.589041095890411,0,0,0,0
200150614,2009,"Male","B","Small","Employed",45,15,-50,10,9325,1,"U13","U",112.8034383,365,0,0,0,0,1,0,0,0,0
200150615,2009,"Female","D","Medium","Employed",24,3,-50,2,9845,0,"M7","M",178.2443114,110,0,0,0,0,0.301369863013699,0,0,0,0
200150616,2009,"Male","B","Large","Retired",47,5,-40,9,37305,0,"M21","M",102.818883,365,0,0,0,0,1,0,0,0,0
200150617,2009,"Male","D","Large","Retired",67,20,-40,1,11995,1,"L17","L",61.30612555,365,0,0,0,0,1,0,0,0,0
200150618,2009,"Female","A","Large","Employed",23,9,70,14,19680,0,"R41","R",240.0004036,305,1,0,1494.1179877,0,0.835616438356164,1,1494.1179877,1.19672131147541,1788.04283773934
200150619,2009,"Male","D","Large","Unemployed",32,9,-50,6,22285,1,"Q19","Q",157.245582,365,0,0,0,0,1,0,0,0,0
200150620,2009,"Male","A","Small","Self-employed",28,8,100,3,9785,1,"S10","S",21.95355362,365,0,0,0,0,1,0,0,0,0
200150621,2009,"Female","D","Medium","Housewife",26,17,-20,7,14785,0,"U3","U",94.65751646,365,0,0,0,0,1,0,0,0,0
200150622,2009,"Male","A","Medium","Unemployed",45,19,-50,1,16315,1,"R14","R",275.0923407,365,0,1,0,2001.9472902,1,0,0,0,0
200150623,2009,"Male","D","Large","Employed",60,14,0,13,34370,1,"Q37","Q",148.5612071,95,0,0,0,0,0.26027397260274,0,0,0,0
200150624,2009,"Male","E","Medium","Housewife",75,10,-40,10,9465,1,"L41","L",70.87357842,365,0,0,0,0,1,0,0,0,0
200150625,2009,"Male","B","Medium","Unemployed",43,6,-50,5,19870,0,"L66","L",49.59668535,365,0,0,0,0,1,0,0,0,0
200150626,2009,"Male","F","Medium","Employed",51,16,-50,9,14745,0,"Q47","Q",208.6667182,365,0,0,0,0,1,0,0,0,0
200150627,2009,"Male","F","Small","Employed",43,14,120,3,28575,1,"R10","R",249.8117276,365,0,0,0,0,1,0,0,0,0
200150628,2009,"Female","F","Medium","Employed",27,10,150,4,20245,1,"L100","L",60.86038525,365,0,0,0,0,1,0,0,0,0
200150629,2009,"Male","C","Medium","Housewife",32,4,140,4,39990,0,"Q64","Q",132.7922667,365,0,0,0,0,1,0,0,0,0
200150630,2009,"Male","A","Small","Unemployed",44,17,-30,2,28575,0,"L87","L",87.83581964,365,0,0,0,0,1,0,0,0,0
200150631,2009,"Male","A","Large","Employed",40,19,60,6,29760,1,"T27","T",17.999002,365,0,0,0,0,1,0,0,0,0
200150632,2009,"Male","A","Large","Housewife",55,11,-20,2,24750,1,"T2","T",28.13630298,365,0,0,0,0,1,0,0,0,0
200150633,2009,"Female","D","Small","Housewife",60,6,-30,1,9905,1,"Q62","Q",91.45292269,190,0,0,0,0,0.520547945205479,0,0,0,0
200150634,2009,"Male","D","Small","Employed",18,5,0,9,7775,1,"P6","P",30.37476431,365,1,0,265.89738949,0,1,1,265.89738949,1,265.89738949
200150635,2009,"Male","A","Large","Housewife",39,17,-40,12,14390,1,"Q26","Q",237.675525,109,0,0,0,0,0.298630136986301,0,0,0,0
200150636,2009,"Female","A","Large","Employed",35,13,-40,1,7300,1,"M18","M",99.28308074,365,0,0,0,0,1,0,0,0,0
200150637,2009,"Male","A","Large","Housewife",75,17,-50,12,4825,1,"L98","L",106.5803023,365,0,0,0,0,1,0,0,0,0
200150638,2009,"Male","B","Large","Employed",32,13,60,2,15680,0,"M15","M",162.9324677,365,0,0,0,0,1,0,0,0,0
200150639,2009,"Male","A","Medium","Employed",32,9,-50,12,11650,0,"L76","L",50.56640552,365,0,0,0,0,1,0,0,0,0
200150640,2009,"Female","B","Large","Employed",49,11,-30,5,8015,1,"M21","M",102.818883,365,0,1,0,937.90856448,1,0,0,0,0
200150641,2009,"Female","C","Medium","Self-employed",37,10,-30,1,41830,1,"O3","O",32.6541392,312,0,0,0,0,0.854794520547945,0,0,0,0
200150642,2009,"Female","B","Large","Housewife",32,16,-50,11,26550,1,"S40","S",34.81095528,365,0,0,0,0,1,0,0,0,0
200150643,2009,"Female","E","Medium","Unemployed",28,16,-50,0,7335,0,"N15","N",113.2248348,365,0,0,0,0,1,0,0,0,0
200150644,2009,"Female","A","Medium","Self-employed",42,2,150,0,1415,1,"U10","U",137.8873343,365,0,0,0,0,1,0,0,0,0
200150645,2009,"Female","A","Small","Retired",50,10,-30,5,12730,1,"P13","P",24.01754355,365,0,0,0,0,1,0,0,0,0
200150646,2009,"Female","E","Small","Unemployed",23,19,-20,11,31575,1,"N20","N",93.11048718,365,0,0,0,0,1,0,0,0,0
200150647,2009,"Female","A","Large","Retired",49,18,40,2,18660,0,"N18","N",103.2132915,365,0,0,0,0,1,0,0,0,0
200150648,2009,"Male","E","Medium","Self-employed",60,8,0,8,5495,0,"L16","L",66.46782671,365,0,0,0,0,1,0,0,0,0
200150649,2009,"Female","A","Medium","Unemployed",35,13,-10,1,7195,1,"S14","S",25.91743539,333,0,0,0,0,0.912328767123288,0,0,0,0
200150650,2009,"Male","C","Large","Unemployed",39,14,-30,15,42915,1,"T14","T",20.85122582,365,0,0,0,0,1,0,0,0,0
200150651,2009,"Male","C","Large","Unemployed",20,8,0,14,28415,0,"T30","T",33.96774033,365,0,0,0,0,1,0,0,0,0
200150652,2009,"Male","C","Large","Employed",39,12,-50,1,13025,1,"N24","N",26.14074792,321,0,0,0,0,0.879452054794521,0,0,0,0
200150653,2009,"Female","B","Large","Employed",48,9,-50,10,7305,1,"T30","T",33.96774033,365,0,0,0,0,1,0,0,0,0
200150654,2009,"Male","B","Large","Employed",27,8,-40,13,23300,1,"R13","R",248.5121203,104,0,0,0,0,0.284931506849315,0,0,0,0
200150655,2009,"Female","E","Large","Housewife",22,7,80,9,6050,0,"M22","M",153.4523215,365,0,1,0,19275.463159,1,0,0,0,0
200150656,2009,"Female","B","Medium","Unemployed",27,19,-20,3,27690,1,"T14","T",20.85122582,365,1,0,332.8300883,0,1,1,332.8300883,1,332.8300883
200150657,2009,"Female","A","Medium","Unemployed",55,18,-40,12,33160,0,"Q5","Q",99.6400095,365,0,0,0,0,1,0,0,0,0
200150658,2009,"Female","C","Large","Housewife",37,12,30,3,9360,0,"Q47","Q",208.6667182,135,1,0,249.11053944,0,0.36986301369863,1,249.11053944,2.7037037037037,673.521088115555
