"Gender","Age.ct","Age","Bonus","GroupOne","Density","Value","Insurancescore","Exppdays","Numtppd","Indtppd","ClaimSeverity"
"Female",42,"5","10","16",27.83505842,20470,0.0506723152086912,365,0,0,NA
"Female",56,"8","5","2",139.2830008,19900,0.131391168314522,93,0,0,NA
"Male",48,"7","3","6",44.37542252,19240,0.029125275307678,365,0,0,NA
"Female",64,"10","2","18",282.3344767,14015,0.0950358239433992,351,0,0,NA
"Male",48,"7","1","14",275.0923407,27215,0.156749442685612,365,0,0,NA
"Female",58,"9","2","11",99.43621052,38830,0.0390753705619234,365,1,145.09767032,145.09767032
"Female",27,"2","1","14",156.1042255,20985,0.319689925638,365,0,0,NA
"Male",35,"4","13","15",58.91132801,20490,0.108511829190308,365,0,0,NA
"Female",68,"11","3","15",293.5560359,14620,0.0593481489843928,365,1,291.769904,291.769904
"Male",43,"6","18","9",48.3306937,1330,0.0726496618512521,225,0,0,NA
"Female",27,"2","2","12",94.65751646,21115,0.181751315938375,152,0,0,NA
"Female",21,"1","4","9",32.15775954,7890,0.136059714905144,269,0,0,NA
"Male",23,"2","3","14",37.63520484,5335,0.130792928761126,365,0,0,NA
"Male",26,"2","1","2",206.2302755,2985,0.229222049030886,365,0,0,NA
"Male",20,"1","6","16",90.21472555,8455,0.155890721402521,365,0,0,NA
"Female",30,"3","1","10",72.01288299,16610,0.0950630212662408,365,0,0,NA
"Female",21,"1","7","12",72.01288299,23120,0.148719069505035,365,0,0,NA
"Male",67,"10","12","12",61.30612555,5600,0.0209544947707256,365,0,0,NA
"Female",43,"6","19","14",207.1446249,19615,0.128879383768364,365,1,1361.5246138,1361.5246138
"Male",40,"5","17","4",30.46244233,14520,0.0640681229780837,365,0,0,NA
"Male",66,"10","3","7",87.83581964,14615,0.0199801231076529,110,0,0,NA
"Male",45,"6","1","10",30.85366237,7770,0.0817335913161433,365,0,0,NA
"Male",32,"3","5","15",132.7922667,9260,0.120839405071546,365,0,0,NA
"Male",42,"5","1","18",122.4496948,28915,0.0800419728025558,365,0,0,NA
"Male",20,"1","6","1",180.0831298,23555,0.3252642672479,365,0,0,NA
"Male",54,"8","3","11",61.69063654,18345,0.024767877862509,180,0,0,NA
"Male",49,"7","3","15",129.8552354,8190,0.0911076248580557,330,0,0,NA
"Male",74,"11","4","4",51.55500772,5080,0.0895154488799096,176,0,0,NA
"Female",20,"1","10","10",184.4785165,8445,0.300383534855224,365,1,306.81942477,306.81942477
"Male",66,"10","2","14",169.5291484,11950,0.0896896288616502,365,0,0,NA
"Male",36,"4","14","6",88.29014956,11460,0.0842362747626881,134,0,0,NA
"Male",30,"3","1","5",17.11532415,6905,0.0957046394804565,196,0,0,NA
"Female",27,"2","3","1",284.9991194,7005,0.332929607523086,365,0,0,NA
"Male",72,"11","4","18",37.31536383,24290,0.0439796660089427,365,0,0,NA
"Female",31,"3","8","8",124.2334338,20650,0.133139642355309,365,0,0,NA
"Female",33,"4","1","11",107.8170529,20130,0.203362853372966,365,0,0,NA
"Female",29,"3","1","13",136.1308048,22875,0.163616739821926,365,0,0,NA
"Male",30,"3","20","11",32.4149606,24160,0.117869360362956,244,0,0,NA
"Female",47,"6","7","8",145.223003,27725,0.19922911637503,365,0,0,NA
"Male",44,"6","2","3",27.50305391,15645,0.0651009069050348,236,0,0,NA
"Female",36,"4","2","12",148.4018477,8775,0.111916283876611,365,0,0,NA
"Female",25,"2","7","17",44.16537902,38250,0.148915367151109,365,0,0,NA
"Male",41,"5","1","12",37.83728202,7725,0.0528642277258529,146,0,0,NA
"Female",18,"1","6","9",32.72004014,13155,0.176198764143016,365,0,0,NA
"Female",49,"7","4","13",74.57233929,8295,0.0962621795350805,321,1,1190.9642623,1190.9642623
"Male",24,"2","2","17",112.8034383,17280,0.164853628863796,365,0,0,NA
"Male",41,"5","7","10",33.67123926,13530,0.0635484321500174,365,0,0,NA
"Female",58,"9","5","14",31.37042579,34050,0.0669497384594109,365,0,0,NA
"Male",58,"9","1","18",31.37042579,44730,0.0229597291677997,365,0,0,NA
"Male",46,"6","1","13",232.9029787,8535,0.198464423022818,365,0,0,NA
"Male",63,"10","1","14",61.51657295,1335,0.0652842301780849,365,1,1340.7734642,1340.7734642
"Female",36,"4","1","1",27.58599081,44440,0.0787352972027818,365,0,0,NA
"Male",30,"3","2","9",58.81986821,1075,0.111097459054847,116,0,0,NA
"Male",32,"3","1","16",133.2886429,45855,0.132117054990399,365,0,0,NA
"Male",47,"6","13","17",69.72819603,30020,0.103851619540566,207,0,0,NA
"Female",63,"10","3","8",70.87357842,10935,0.0263890233415721,365,0,0,NA
"Male",41,"5","7","13",61.69063654,1665,0.0933899929682343,365,0,0,NA
"Female",31,"3","3","15",157.245582,5465,0.150136781809912,180,0,0,NA
"Male",31,"3","5","18",245.331155,5125,0.265384454366509,365,0,0,NA
"Female",29,"3","6","9",276.9950185,26320,0.228679238035014,365,0,0,NA
"Male",33,"4","1","8",27.86273727,8370,0.0480504526979719,365,0,0,NA
"Male",41,"5","2","12",174.6445246,11715,0.118349244918453,365,1,113.26385298,113.26385298
"Female",29,"3","3","12",60.86038525,23110,0.107803667721725,365,0,0,NA
"Female",30,"3","4","8",284.2162652,16955,0.200185499293691,99,0,0,NA
"Male",35,"4","20","12",129.8552354,23965,0.139725807867924,365,0,0,NA
"Male",38,"5","1","13",90.21472555,17460,0.0818975549733141,365,0,0,NA
"Male",34,"4","1","15",139.637282,22155,0.0916658841712209,365,0,0,NA
"Female",53,"8","2","1",32.15775954,19515,0.0382355413173085,365,0,0,NA
"Male",40,"5","10","16",66.76541883,7570,0.0824274271177044,97,0,0,NA
"Male",60,"9","1","16",149.997808,16045,0.0390753705619234,365,0,0,NA
"Male",23,"2","4","3",129.6690079,16360,0.210854477783594,365,1,526.97079308,526.97079308
"Male",43,"6","1","13",156.1042255,4840,0.104737008860336,365,0,0,NA
"Male",35,"4","17","18",15.8925395,18530,0.0628732613453,331,0,0,NA
"Female",46,"6","1","17",222.735365,11500,0.104865486842097,365,0,0,NA
"Female",48,"7","1","15",59.22386837,11160,0.0255768474217115,365,0,0,NA
"Male",34,"4","1","13",236.3993842,6495,0.165376607484917,365,0,0,NA
"Male",53,"8","1","13",45.52113373,27165,0.052646478884882,95,0,0,NA
"Male",49,"7","1","2",103.4727356,3405,0.0939978068628004,365,0,0,NA
"Male",59,"9","1","15",88.29014956,15385,0.0755894272124017,365,0,0,NA
"Male",39,"5","10","13",83.76263662,10170,0.107051269589412,251,0,0,NA
"Male",60,"9","3","11",30.90727239,4500,0.0436087282982295,365,1,528.43716595,528.43716595
"Male",31,"3","7","10",275.2822626,2105,0.276355664017154,323,0,0,NA
"Male",45,"6","1","8",148.5612071,12800,0.122769638057477,365,0,0,NA
"Female",27,"2","10","19",249.7835716,23650,0.274603679859462,139,0,0,NA
"Female",49,"7","2","18",123.969842,18840,0.0834304792152778,365,0,0,NA
"Male",28,"3","11","8",103.2132915,17160,0.132117054990399,365,0,0,NA
"Male",36,"4","1","12",83.76263662,34675,0.130614262778044,365,0,0,NA
"Female",21,"1","5","8",137.8151761,7815,0.320885939552634,365,0,0,NA
"Female",33,"4","13","12",82.67020711,14820,0.10280958663902,294,1,159.16844621,159.16844621
"Male",73,"11","3","13",32.72004014,4320,0.0322539465253889,365,0,0,NA
"Female",24,"2","14","13",260.3601885,5210,0.323627793142566,118,1,398.58538306,398.58538306
"Male",41,"5","3","4",144.998902,19450,0.109410429866529,365,0,0,NA
"Female",43,"6","16","3",166.5549379,9385,0.126675827224998,283,0,0,NA
"Female",24,"2","8","8",66.06668352,9780,0.151438702052639,365,0,0,NA
"Female",19,"1","6","14",129.3156084,1905,0.301131592217092,365,0,0,NA
"Female",20,"1","6","2",126.1401885,6490,0.287260811696276,365,0,0,NA
"Male",37,"4","6","13",73.46170633,4370,0.103253195105366,365,0,0,NA
"Male",69,"11","14","5",30.46244233,5395,0.078042334761571,365,0,0,NA
"Male",71,"11","1","16",37.76157765,29110,0.0984730412536344,365,1,65.547445818,65.547445818
"Male",46,"6","1","20",245.331155,7990,0.156450817264581,365,0,0,NA
"Female",36,"4","7","11",150.2239631,8185,0.109681950233766,365,0,0,NA
"Male",50,"7","3","7",297.3851697,8485,0.185397345741305,365,0,0,NA
"Female",20,"1","8","11",35.02446355,8160,0.173962642280576,365,0,0,NA
"Male",48,"7","9","11",66.69447337,11320,0.0255768474217115,365,0,0,NA
"Male",33,"4","10","7",128.5434648,14385,0.154627292724964,365,0,0,NA
"Male",41,"5","5","8",147.9690558,16745,0.122960125929655,365,0,0,NA
"Male",61,"9","1","17",216.4916013,21915,0.0589662395353375,177,0,0,NA
"Male",36,"4","4","6",129.6779531,17045,0.0751862382721051,365,0,0,NA
"Female",21,"1","4","10",181.4165594,13900,0.247667450220033,131,0,0,NA
"Male",40,"5","1","12",245.331155,18675,0.130653350435602,94,0,0,NA
"Female",30,"3","5","18",157.245582,35495,0.183123383240666,365,0,0,NA
"Male",40,"5","2","8",207.1446249,13700,0.0990519418688295,365,0,0,NA
"Female",41,"5","20","9",31.91620696,2595,0.0538630036728587,365,0,0,NA
"Female",48,"7","3","13",238.240414,7345,0.15333487062178,365,0,0,NA
"Male",33,"4","6","5",35.43401501,11775,0.0948230767536115,365,0,0,NA
"Male",36,"4","1","1",81.90993935,4830,0.0844181129901061,222,0,0,NA
"Male",44,"6","21","12",77.73738533,9335,0.128879383768364,365,0,0,NA
"Female",26,"2","7","7",201.6569069,25620,0.294266883920685,365,1,161.8781348,161.8781348
"Female",67,"10","4","14",272.9669948,21100,0.136006974713177,365,1,154.68382072,154.68382072
"Male",67,"10","1","14",136.1308048,25745,0.0357421630907055,365,0,0,NA
"Female",42,"5","1","10",98.10372854,9980,0.0990519418688295,365,0,0,NA
"Male",46,"6","2","14",75.62345843,12520,0.0376061293731599,216,0,0,NA
"Female",28,"3","5","14",62.72127383,8825,0.109990976974891,365,0,0,NA
"Male",35,"4","5","2",248.5121203,17980,0.160361785398386,365,0,0,NA
"Male",56,"8","2","8",99.57981885,6865,0.0711151507503863,365,0,0,NA
"Male",50,"7","2","17",236.3993842,45475,0.0498451709646979,365,0,0,NA
"Male",58,"9","2","9",202.5335882,9235,0.112933312055459,365,0,0,NA
"Male",40,"5","2","14",162.666477,9475,0.114508991360438,365,0,0,NA
"Male",57,"8","20","16",31.05763979,17405,0.0663169783766951,365,1,744.96873189,744.96873189
"Male",26,"2","3","8",114.1413271,7715,0.203706506383607,365,0,0,NA
"Female",31,"3","3","8",24.03270395,5550,0.0817001802480193,365,0,0,NA
"Male",64,"10","2","12",100.833778,10590,0.0336278474056517,365,0,0,NA
"Male",33,"4","7","10",68.9093508,4360,0.0847454061424021,365,0,0,NA
"Male",70,"11","1","18",157.245582,16940,0.0464647057442911,365,0,0,NA
"Female",57,"8","2","13",270.874006,15850,0.169707803089144,293,0,0,NA
"Female",20,"1","4","10",169.7885554,9660,0.217474839242756,365,0,0,NA
"Male",31,"3","15","14",118.8510133,8415,0.211635742452557,365,1,367.63916883,367.63916883
"Female",32,"3","4","13",184.4785165,8885,0.150315474974754,365,0,0,NA
"Female",41,"5","19","12",49.59668535,9330,0.0621817016144974,197,0,0,NA
"Male",41,"5","1","10",272.9669948,17755,0.1189794773981,365,0,0,NA
"Male",31,"3","7","12",93.11048718,29575,0.169579353960419,365,0,0,NA
"Male",73,"11","1","3",107.8170529,9395,0.0480135052355492,365,1,1293.4029435,1293.4029435
"Male",72,"11","6","12",112.4047945,11680,0.047348618397278,333,0,0,NA
"Female",45,"6","2","10",49.6329834,4540,0.0973736637197581,137,0,0,NA
"Female",48,"7","3","9",137.8873343,20005,0.0250985963421667,365,1,4597.9059217,4597.9059217
"Female",23,"2","8","12",125.9456252,9530,0.236866364081754,365,1,803.86601378,803.86601378
"Female",65,"10","2","15",33.27619903,3385,0.0216840370007714,365,0,0,NA
"Male",29,"3","5","20",150.2239631,15045,0.160536823262715,365,0,0,NA
"Male",56,"8","1","14",216.4916013,25325,0.151930140306282,169,0,0,NA
"Male",49,"7","4","2",121.5870219,8800,0.028213220267354,365,0,0,NA
"Male",45,"6","1","2",186.6850127,4615,0.129108527345432,365,0,0,NA
"Female",31,"3","1","11",59.92134979,17390,0.149006086896373,365,0,0,NA
"Female",37,"4","8","13",30.41139927,8155,0.0597857204980869,365,0,0,NA
"Female",27,"2","10","14",222.735365,4915,0.284755917881246,185,1,1458.3557005,1458.3557005
"Female",28,"3","5","11",23.03273294,33855,0.107152987284726,365,0,0,NA
"Female",58,"9","1","16",222.711392,27575,0.0526603591435645,365,0,0,NA
"Female",21,"1","6","17",103.2132915,17260,0.277647848863746,365,1,449.15066855,449.15066855
"Male",22,"1","2","15",114.1413271,14970,0.354823088978625,157,0,0,NA
"Female",41,"5","18","14",68.77710211,17310,0.0775133066866242,254,0,0,NA
"Female",31,"3","17","9",25.26137811,9115,0.100007520687848,365,0,0,NA
"Male",53,"8","1","5",225.0430894,18930,0.147160076403439,365,0,0,NA
"Male",58,"9","16","8",272.9669948,11085,0.152810033589065,365,0,0,NA
"Male",29,"3","3","7",234.675271,9740,0.187014105665288,365,0,0,NA
"Female",64,"10","1","13",64.53563007,28835,0.052025619906539,217,0,0,NA
"Female",50,"7","1","11",23.97168003,42985,0.0517750917764005,365,0,0,NA
"Female",26,"2","4","5",71.18027901,16490,0.227655299968948,365,1,3102.6561578,3102.6561578
"Male",66,"10","15","6",123.0152076,7005,0.0231257191176431,167,0,0,NA
"Male",45,"6","16","4",58.73427627,6940,0.1137951111917,365,0,0,NA
"Female",61,"9","1","7",32.2125563,11780,0.0236642983239855,365,0,0,NA
"Female",28,"3","1","8",37.59594224,9360,0.146224525749507,365,0,0,NA
"Male",30,"3","7","12",73.18307109,8970,0.215015983632747,365,0,0,NA
"Female",26,"2","5","10",166.5549379,20345,0.206932527429636,365,0,0,NA
"Male",49,"7","1","2",129.8552354,8835,0.0759722124256339,365,0,0,NA
"Male",48,"7","16","5",84.9609991,19885,0.0804003290593673,221,1,343.37206468,343.37206468
"Male",40,"5","4","4",148.5612071,7050,0.113370495858376,365,0,0,NA
"Female",35,"4","3","9",148.9956325,8825,0.157229534339587,365,0,0,NA
"Male",75,"11","2","9",31.48099884,14870,0.0233495836511465,365,0,0,NA
"Male",35,"4","6","13",178.2443114,15460,0.117932018225554,365,0,0,NA
"Female",66,"10","3","11",54.19066433,39820,0.0256035008078792,365,0,0,NA
"Male",48,"7","3","19",169.7885554,47140,0.032910766540032,365,0,0,NA
"Male",40,"5","4","10",31.60978775,5565,0.0685374557596483,365,0,0,NA
"Male",57,"8","3","17",35.02446355,4180,0.0286149821948179,365,0,0,NA
"Male",37,"4","17","11",45.66982293,8875,0.0722165436564152,365,0,0,NA
"Male",47,"6","1","10",71.18027901,17650,0.0799729389043475,304,0,0,NA
"Male",34,"4","6","13",206.2302755,27515,0.148557592161847,365,0,0,NA
"Male",39,"5","18","13",171.3729361,5720,0.101855329329757,365,0,0,NA
"Female",25,"2","11","3",30.85366237,6910,0.184183702083123,365,0,0,NA
"Male",41,"5","2","9",222.711392,2045,0.14878567413315,365,0,0,NA
"Male",20,"1","7","7",139.6062055,12665,0.215965885729611,365,0,0,NA
"Female",27,"2","7","12",128.5434648,5530,0.242366408068625,252,0,0,NA
"Male",56,"8","1","14",19.41025076,38610,0.0400637814096059,365,0,0,NA
"Male",34,"4","6","9",99.6400095,18075,0.0978776418061558,365,0,0,NA
"Female",33,"4","6","16",129.4194752,22150,0.15646807042931,298,0,0,NA
"Male",23,"2","4","5",58.89468755,8695,0.176972010567606,365,0,0,NA
"Male",31,"3","6","1",148.9956325,29955,0.190715453208824,365,0,0,NA
"Male",42,"5","3","13",31.48099884,14260,0.0599012669504281,365,0,0,NA
"Female",24,"2","4","15",36.25444122,43005,0.141627716783759,365,0,0,NA
"Male",37,"4","1","18",128.5434648,13890,0.104134075392016,365,0,0,NA
"Male",50,"7","11","10",30.41139927,9975,0.0731875910288724,365,0,0,NA
"Female",74,"11","3","17",183.8950396,11605,0.0520215261502957,356,0,0,NA
"Female",47,"6","3","14",245.331155,14815,0.0515639117275827,365,0,0,NA
"Female",27,"2","2","16",284.9991194,13415,0.226824986671183,150,0,0,NA
"Male",72,"11","1","13",68.77710211,8565,0.0252076977628645,365,0,0,NA
"Male",41,"5","5","10",68.39045202,10480,0.0778161047960101,134,0,0,NA
"Female",37,"4","1","10",190.0515645,44990,0.134402446788903,365,0,0,NA
"Female",58,"9","1","6",77.73738533,5990,0.0745670102932051,273,0,0,NA
"Male",35,"4","19","10",223.3085718,24050,0.144132195305289,365,0,0,NA
"Male",26,"2","6","20",64.12305444,25330,0.22287340166812,365,0,0,NA
"Male",26,"2","8","3",174.6445246,5835,0.224166810484577,365,0,0,NA
"Female",35,"4","4","11",36.54260314,19825,0.0736951862234428,365,0,0,NA
"Female",56,"8","2","12",124.2334338,47055,0.083233619304103,365,0,0,NA
"Male",51,"7","2","13",24.32094795,6055,0.0565502320891347,365,0,0,NA
"Male",24,"2","13","12",225.0430894,13070,0.263445369810639,365,0,0,NA
"Male",49,"7","1","18",54.93181221,15845,0.0758727971247213,365,0,0,NA
"Male",50,"7","1","10",276.9950185,24055,0.0475927043103446,292,0,0,NA
"Male",35,"4","3","9",110.9836779,7275,0.0989391580085378,365,0,0,NA
"Male",52,"7","4","9",208.6667182,15850,0.116194725687828,365,0,0,NA
"Male",30,"3","8","3",33.26093405,6680,0.105726694691395,365,0,0,NA
"Male",71,"11","3","11",148.5612071,26840,0.0894173640461713,365,0,0,NA
"Male",41,"5","7","5",84.22903844,8295,0.0787384811958307,365,0,0,NA
"Female",52,"7","1","8",296.4319078,39080,0.147771683062398,202,0,0,NA
"Female",74,"11","3","10",66.46782671,3070,0.0273666866847214,365,0,0,NA
"Female",42,"5","2","7",82.67020711,8585,0.104159346901253,365,0,0,NA
"Female",31,"3","2","13",236.3993842,12045,0.276355664017154,335,1,171.31975368,171.31975368
"Female",51,"7","1","7",78.33993486,18620,0.0772418899566102,315,0,0,NA
"Male",38,"5","3","12",40.08261306,25745,0.0616857563845737,365,0,0,NA
"Male",68,"11","3","11",123.0199289,8570,0.0464647057442911,365,0,0,NA
"Male",26,"2","5","7",293.5560359,23695,0.281788985208475,365,0,0,NA
"Male",33,"4","3","14",174.6445246,17410,0.142119430149111,122,0,0,NA
"Male",21,"1","5","14",114.1467007,9980,0.307374147251927,365,0,0,NA
"Male",49,"7","1","12",133.2886429,3595,0.117317004197194,365,0,0,NA
"Male",47,"6","4","11",208.6667182,30685,0.0569548951041214,365,0,0,NA
"Female",66,"10","3","2",47.98269849,10705,0.0354370623338296,365,0,0,NA
"Male",46,"6","2","9",51.4116382,12315,0.0649573429349982,224,0,0,NA
"Male",30,"3","6","9",73.18307109,10985,0.165241603284366,365,2,1008.7232906,504.3616453
"Male",42,"5","5","14",30.37476431,13845,0.077205729169041,365,0,0,NA
"Female",30,"3","14","20",284.2162652,21835,0.184026552390903,100,0,0,NA
"Male",37,"4","7","1",87.14669097,24955,0.11739221455699,365,0,0,NA
"Male",45,"6","6","12",36.54260314,25125,0.0833518478648408,365,0,0,NA
"Female",30,"3","20","5",64.12305444,19865,0.121045336308438,365,0,0,NA
"Male",23,"2","7","18",65.3447011,27520,0.167236694263553,365,0,0,NA
"Male",31,"3","1","9",212.4247054,15060,0.157890098958873,135,0,0,NA
"Female",35,"4","11","10",29.94861261,1560,0.0443340763533156,365,0,0,NA
"Female",63,"10","3","2",189.9730181,20485,0.031413662101892,365,0,0,NA
"Male",45,"6","1","17",148.5612071,35840,0.144884833034484,365,0,0,NA
"Male",27,"2","6","13",139.2830008,8790,0.327813119276105,365,0,0,NA
"Female",42,"5","1","8",275.0923407,13500,0.139942558947374,365,0,0,NA
"Female",42,"5","2","14",77.73738533,31810,0.103015381728906,365,0,0,NA
"Male",42,"5","2","2",25.63801996,7425,0.0698934616044899,365,0,0,NA
"Male",25,"2","3","5",129.4194752,18645,0.242366408068625,121,0,0,NA
"Male",34,"4","2","14",45.65564192,13065,0.079877985012197,365,0,0,NA
"Male",39,"5","1","5",208.6667182,18050,0.108263366332201,344,0,0,NA
"Male",33,"4","17","1",147.9690558,12385,0.111627679183364,119,0,0,NA
"Male",58,"9","1","6",25.00982043,38985,0.0502391134185624,365,0,0,NA
"Male",36,"4","4","15",45.65564192,20080,0.100101710445696,365,0,0,NA
"Male",51,"7","6","20",23.9585495,28590,0.0524120361938452,365,0,0,NA
"Male",31,"3","5","9",222.735365,23430,0.165825499514967,365,0,0,NA
"Female",30,"3","3","18",207.1446249,8450,0.133139642355309,265,0,0,NA
"Female",31,"3","8","9",149.997808,6480,0.215015983632747,127,0,0,NA
"Female",43,"6","2","13",57.29188508,5665,0.0645419585434688,284,0,0,NA
"Female",40,"5","2","10",40.0945365,14555,0.0868896694634798,365,0,0,NA
"Male",28,"3","5","18",30.41139927,36450,0.0972269945221112,214,0,0,NA
"Female",57,"8","1","7",25.28528423,6315,0.0663169783766951,365,0,0,NA
"Male",41,"5","3","6",31.06929242,19610,0.0900373660801154,365,0,0,NA
"Female",58,"9","1","11",31.60580864,10455,0.022621429434534,345,0,0,NA
"Male",36,"4","5","13",37.83728202,48765,0.0721619082938585,365,0,0,NA
"Female",36,"4","1","9",120.7793723,23080,0.0698553420901777,234,0,0,NA
"Female",39,"5","7","16",59.8409496,25845,0.103405619042034,365,0,0,NA
"Male",44,"6","3","14",67.56457622,7745,0.100564454820396,365,0,0,NA
"Male",32,"3","7","16",185.8513852,11425,0.229425687868124,365,0,0,NA
"Male",45,"6","1","9",25.62227499,19005,0.0919941683832357,365,0,0,NA
"Male",74,"11","2","14",61.11231366,8660,0.0558025894064691,365,0,0,NA
"Male",38,"5","20","5",256.6405915,19970,0.137235162758041,365,1,1061.0528055,1061.0528055
"Male",60,"9","1","7",200.6565503,8625,0.138500187790922,262,0,0,NA
"Female",56,"8","3","11",94.29603751,27465,0.0925444946623445,246,0,0,NA
"Female",24,"2","17","16",98.10372854,28140,0.236866364081754,365,0,0,NA
"Female",37,"4","3","11",79.1594481,12475,0.0938331709570525,365,0,0,NA
"Male",33,"4","6","8",236.3993842,21135,0.187067903359603,156,0,0,NA
"Male",48,"7","8","6",27.50305391,5465,0.0849393189571753,365,0,0,NA
"Male",64,"10","2","12",77.49504574,21005,0.0391159809553228,365,0,0,NA
"Male",58,"9","1","15",15.70531045,19675,0.0165198950258913,365,0,0,NA
"Female",26,"2","4","11",99.6400095,3630,0.238138808948946,365,0,0,NA
"Male",54,"8","4","9",156.1042255,12315,0.090589292033612,301,0,0,NA
"Male",33,"4","5","3",24.84670738,20940,0.0595153555664453,326,1,1251.5382539,1251.5382539
"Male",49,"7","1","14",210.189841,18210,0.107058724118271,365,0,0,NA
"Male",49,"7","3","12",23.03273294,25390,0.0669179393072051,269,0,0,NA
"Male",31,"3","19","11",26.55546013,14820,0.0814315538010973,365,0,0,NA
"Male",34,"4","3","19",59.11189493,29460,0.0820107695602009,365,0,0,NA
"Male",59,"9","3","12",27.92054451,11320,0.0526465160626231,365,0,0,NA
"Male",34,"4","15","10",59.11189493,8125,0.0592695145295949,365,0,0,NA
"Male",34,"4","15","9",91.45292269,13095,0.0989391580085378,365,0,0,NA
"Female",50,"7","2","6",126.1401885,30030,0.074595790723781,347,0,0,NA
"Female",46,"6","1","11",67.42478707,39510,0.0798259469672191,365,0,0,NA
"Female",33,"4","5","13",240.0004036,11950,0.167604363869597,195,0,0,NA
"Female",25,"2","3","5",19.2833619,11695,0.14338513013151,365,0,0,NA
"Male",39,"5","6","18",141.4896565,47620,0.0800419728025558,365,0,0,NA
"Female",39,"5","3","13",91.55064058,11235,0.0644760664014741,365,0,0,NA
"Male",26,"2","4","10",31.49451567,12815,0.141627716783759,217,0,0,NA
"Male",31,"3","1","4",33.67123926,9380,0.120140053202914,365,0,0,NA
"Male",45,"6","3","16",25.14133101,7700,0.0835326023832265,365,0,0,NA
"Male",54,"8","3","17",66.11361207,10210,0.0597202691671563,294,0,0,NA
"Female",54,"8","15","10",201.3918071,7090,0.101830035975375,365,0,0,NA
"Female",29,"3","4","18",139.6062055,25170,0.164019106757556,365,0,0,NA
"Female",37,"4","14","13",28.61559614,8260,0.0510804039287042,365,0,0,NA
"Male",48,"7","9","9",48.3306937,10215,0.0931937506481165,365,0,0,NA
"Male",34,"4","9","3",126.1401885,9750,0.159845616077827,365,0,0,NA
"Male",19,"1","6","8",212.4247054,8210,0.294077940665625,365,0,0,NA
"Male",42,"5","3","7",27.86273727,9150,0.0490774830564635,365,0,0,NA
"Female",51,"7","7","12",73.26206886,22330,0.0600199134498248,365,0,0,NA
"Male",21,"1","10","4",66.94554904,26825,0.213473143465992,365,0,0,NA
"Male",26,"2","10","13",49.11503947,22310,0.137661378464804,365,1,40.412794913,40.412794913
"Female",56,"8","1","8",75.62345843,8055,0.0743939281836939,365,0,0,NA
"Female",28,"3","9","11",183.8950396,15110,0.194218817099581,365,0,0,NA
"Female",36,"4","1","18",106.5803023,19385,0.0641538324749061,365,0,0,NA
"Female",21,"1","7","1",128.5434648,24730,0.352216408533206,365,0,0,NA
"Female",18,"1","6","11",61.51657295,19115,0.216094803262336,365,1,1093.7807217,1093.7807217
"Male",31,"3","2","17",121.5870219,28715,0.167282558401972,365,1,264.68598034,264.68598034
"Male",30,"3","19","10",139.2056697,37980,0.170236889051847,365,1,491.27233238,491.27233238
"Female",47,"6","3","1",156.6298557,14375,0.173826605212983,365,0,0,NA
"Male",30,"3","1","8",93.38235115,16430,0.178575493847359,267,0,0,NA
"Male",38,"5","5","12",39.55041059,9730,0.0685374557596483,157,0,0,NA
"Male",33,"4","8","9",107.8170529,10550,0.115890736540979,365,0,0,NA
"Male",21,"1","6","8",64.32860507,1255,0.207526472953439,365,0,0,NA
"Male",52,"7","3","11",50.01092548,26235,0.0255768474217115,150,0,0,NA
"Male",68,"11","1","16",156.1042255,34310,0.0560735088360743,365,0,0,NA
"Male",20,"1","6","8",39.55041059,18080,0.14947007430647,365,0,0,NA
"Female",31,"3","9","16",110.9836779,29600,0.153190220473817,144,0,0,NA
"Female",46,"6","9","16",129.3156084,43750,0.0922040571198657,365,0,0,NA
"Male",57,"8","2","17",78.33993486,18195,0.0635841136432216,201,1,114.27826011,114.27826011
"Male",19,"1","6","14",125.1320458,12115,0.233166094499393,365,0,0,NA
"Female",34,"4","20","8",95.69355223,21155,0.0961456444714844,365,1,41.360750983,41.360750983
"Female",74,"11","3","7",19.81848038,6525,0.0693249113480586,365,0,0,NA
"Male",53,"8","2","7",65.78489891,16060,0.0814106523095439,101,0,0,NA
"Male",56,"8","1","11",237.4189585,15180,0.128637997962363,365,0,0,NA
"Male",48,"7","20","19",84.9609991,41725,0.0628217395596214,365,0,0,NA
"Female",20,"1","9","16",201.6569069,24645,0.364993777417513,164,0,0,NA
"Male",27,"2","16","9",68.37942919,15640,0.134317465538976,365,0,0,NA
"Male",40,"5","7","11",284.9991194,20280,0.145190988752215,365,0,0,NA
"Male",23,"2","15","12",122.4496948,14480,0.216870414707759,331,2,897.36217988,448.68108994
"Male",32,"3","19","17",54.19066433,24990,0.119247074318451,365,1,1357.3505647,1357.3505647
"Male",19,"1","5","10",91.45292269,26500,0.346674406191481,332,0,0,NA
"Female",31,"3","4","9",201.3918071,22310,0.153190220473817,365,0,0,NA
"Male",51,"7","1","11",106.5583041,18055,0.0326290171813253,365,0,0,NA
"Male",44,"6","1","16",122.4496948,10980,0.144884833034484,365,0,0,NA
"Female",31,"3","1","11",34.15043101,20410,0.104563000621444,365,0,0,NA
"Male",56,"8","11","7",171.3729361,8975,0.041183434323182,365,0,0,NA
"Female",40,"5","1","19",66.11361207,22030,0.0644760664014741,365,0,0,NA
